STATION,LATITUDE,LONGITUDE,ALTIUDE,NAME
53880,36.33 ,113.23 ,948.7 ,潞城
53881,37.28 ,106.48 ,1382.9 ,韦州
53882,36.05 ,113.07 ,991.4 ,长治
53884,36.52 ,113.03 ,879.1 ,襄垣
53885,36.13 ,113.20 ,1031.0 ,壶关
53886,36.57 ,113.67 ,470.9 ,涉县
53888,36.20 ,113.43 ,1088.2 ,平顺
53889,36.07 ,113.82 ,308.6 ,林县
53890,36.72 ,114.20 ,219.1 ,武安
53891,37.00 ,114.68 ,43.0 ,南和
53892,36.60 ,114.50 ,58.6 ,邯郸
53893,36.77 ,114.95 ,40.6 ,曲周
53894,36.42 ,114.22 ,127.9 ,峰峰
53895,36.77 ,114.60 ,61.1 ,永年
53896,36.35 ,114.95 ,51.1 ,魏县
53897,36.38 ,114.38 ,70.4 ,磁县
53898,36.12 ,114.37 ,76.4 ,安阳
53899,36.48 ,114.97 ,49.3 ,广平
53903,35.97 ,105.72 ,1921.4 ,西吉
53906,35.52 ,105.72 ,1653.8 ,静宁
53908,35.22 ,105.23 ,1768.9 ,通渭
53910,35.67 ,106.20 ,2842.8 ,六盘山
53914,35.62 ,106.12 ,2079.5 ,隆德
53915,35.55 ,106.67 ,1348.2 ,平凉
53916,35.50 ,106.32 ,1949.0 ,泾源
53917,35.22 ,106.05 ,1615.6 ,庄浪
53923,35.73 ,107.63 ,1421.9 ,西峰镇
53924,35.15 ,107.40 ,1376.3 ,灵台
53925,35.68 ,107.18 ,1173.1 ,镇原
53926,35.33 ,107.35 ,1030.1 ,泾川
53927,35.22 ,106.63 ,1455.7 ,华亭
53928,35.30 ,107.02 ,1149.6 ,崇信
53929,35.20 ,107.80 ,1206.8 ,长武
53930,36.45 ,107.98 ,1270.0 ,华池
53931,36.00 ,109.38 ,921.3 ,富县
53934,35.82 ,108.02 ,1299.2 ,合水
53935,35.50 ,108.35 ,1443.4 ,正宁
53937,35.42 ,108.00 ,1222.0 ,宁县
53938,35.17 ,108.30 ,1277.9 ,旬邑
53941,35.18 ,109.58 ,805.4 ,白水
53942,35.82 ,109.50 ,1159.1 ,洛川
53944,35.55 ,109.32 ,1082.2 ,黄陵
53945,35.43 ,109.07 ,1394.4 ,宜君
53946,35.60 ,109.82 ,1088.5 ,黄龙
53947,35.08 ,109.07 ,979.7 ,铜川
53948,34.95 ,109.58 ,499.9 ,蒲城
53949,35.18 ,109.92 ,680.1 ,澄城
53950,35.23 ,110.15 ,710.1 ,合阳
53953,35.97 ,110.85 ,964.1 ,乡宁
53954,35.58 ,110.95 ,390.5 ,稽山
53955,35.47 ,110.45 ,458.8 ,韩城
53956,35.40 ,110.83 ,589.6 ,万荣
53957,35.62 ,110.72 ,459.5 ,河津
53958,35.15 ,110.72 ,407.7 ,临猗
53959,35.03 ,111.02 ,375.9 ,运城
53961,35.65 ,111.48 ,473.3 ,曲沃
53962,35.73 ,111.70 ,585.3 ,翼城
53963,35.65 ,111.37 ,535.0 ,候马
53964,35.62 ,111.22 ,431.8 ,新绛
53965,35.52 ,111.57 ,761.9 ,绛县
53966,35.98 ,111.83 ,818.1 ,浮山
53967,35.33 ,111.20 ,469.8 ,闻喜
53968,35.17 ,111.80 ,484.9 ,垣曲
53970,35.70 ,112.18 ,903.7 ,沁水
53972,35.12 ,112.92 ,120.4 ,沁阳
53973,35.78 ,112.92 ,834.7 ,高平
53974,35.62 ,114.18 ,72.8 ,淇县
53975,35.48 ,112.40 ,658.8 ,阳城
53976,35.52 ,112.83 ,743.5 ,晋城
53978,35.08 ,112.63 ,140.7 ,济源
53979,35.18 ,113.05 ,130.3 ,博爱
53980,36.55 ,114.80 ,50.9 ,肥乡
53981,35.78 ,113.27 ,1312.3 ,陵川
53982,35.23 ,113.27 ,113.2 ,焦作
53983,35.03 ,114.42 ,71.3 ,封丘
53984,35.23 ,113.42 ,86.3 ,修武
53985,35.45 ,113.82 ,97.5 ,辉县
53986,35.32 ,113.88 ,74.0 ,新乡
53987,35.10 ,113.40 ,96.1 ,武陡
53988,35.27 ,113.67 ,78.1 ,获加
53989,35.05 ,113.95 ,77.4 ,原阳
53990,35.90 ,114.17 ,177.1 ,鹤壁
53991,35.93 ,114.35 ,75.3 ,汤阴
53992,35.68 ,114.55 ,62.6 ,浚县
53993,35.93 ,114.92 ,52.4 ,内黄
53994,35.38 ,114.07 ,71.2 ,卫辉
53995,35.58 ,114.50 ,65.7 ,滑县
53996,36.45 ,114.70 ,57.5 ,成安
53997,35.15 ,114.18 ,72.3 ,延津
53998,35.20 ,114.65 ,62.7 ,长恒
54001,44.72 ,115.12 ,1098.6 ,伊和郭勒
54010,44.83 ,116.37 ,896.0 ,朝克乌拉
54012,44.58 ,117.60 ,996.6 ,西乌珠穆沁旗
54024,44.45 ,119.30 ,670.8 ,浩尔吐
54026,44.57 ,120.90 ,265.8 ,扎鲁特旗
54027,43.98 ,119.40 ,485.9 ,巴林左旗
54031,44.88 ,121.82 ,204.4 ,高力板
54039,44.03 ,122.02 ,182.7 ,舍伯吐
54041,44.78 ,123.07 ,150.5 ,通榆
54047,44.13 ,123.30 ,146.0 ,科左中旗
54049,44.25 ,123.97 ,190.1 ,长岭
54063,44.97 ,126.00 ,197.9 ,三岔河
54064,44.42 ,125.17 ,190.0 ,农安
54065,44.53 ,125.67 ,185.4 ,德惠
54069,44.17 ,125.80 ,175.6 ,九台
54072,44.83 ,126.53 ,206.1 ,榆树
54075,37.37 ,115.38 ,28.6 ,南宫
54076,44.42 ,126.93 ,252.2 ,舒兰
54080,44.90 ,127.15 ,196.2 ,五常
54092,44.58 ,129.40 ,262.2 ,海林
54093,44.93 ,130.55 ,266.7 ,穆棱
54094,44.57 ,129.60 ,242.5 ,牡丹江
54096,44.38 ,131.15 ,497.7 ,绥芬河
54098,44.33 ,129.47 ,272.4 ,宁安
54099,44.10 ,131.18 ,177.5 ,东安
54102,43.95 ,116.07 ,990.8 ,锡林浩特
54103,43.73 ,122.53 ,166.0 ,通辽钱家店
54113,43.53 ,118.65 ,623.3 ,巴林右旗
54115,43.60 ,118.07 ,800.3 ,林西
54117,43.25 ,117.53 ,1004.5 ,克什克腾旗
54122,43.88 ,120.05 ,374.9 ,阿鲁科尔沁旗
54132,42.40 ,121.07 ,400.0 ,青龙山
54134,43.60 ,121.28 ,242.3 ,开鲁
54142,43.50 ,123.53 ,116.1 ,双辽
54154,43.35 ,124.30 ,160.1 ,黎树
54155,43.67 ,124.23 ,144.2 ,孤家子
54156,43.52 ,124.80 ,200.6 ,公主岭
54157,43.18 ,124.33 ,165.4 ,四平
54161,43.90 ,125.22 ,238.5 ,长春
54164,43.35 ,125.28 ,249.1 ,伊通
54165,43.50 ,125.65 ,235.4 ,双阳
54169,43.30 ,126.02 ,270.3 ,烟筒山
54171,43.70 ,126.52 ,228.8 ,永吉
54172,43.95 ,126.47 ,184.4 ,吉林
54181,43.70 ,127.33 ,294.5 ,蛟河
54186,43.37 ,128.20 ,525.8 ,敦化
54187,43.12 ,128.92 ,369.0 ,安图
54192,43.70 ,130.25 ,466.7 ,罗子沟
54195,43.33 ,129.77 ,242.5 ,汪清
54204,42.30 ,115.00 ,1347.8 ,正镶白旗
54205,42.25 ,115.98 ,1301.0 ,正兰旗
54208,42.18 ,116.47 ,1247.0 ,多伦
54209,42.27 ,117.08 ,1324.3 ,塞罕坎
54213,42.95 ,119.03 ,633.0 ,翁牛特旗
54214,42.58 ,118.42 ,960.7 ,岗子
54218,42.27 ,118.97 ,568.0 ,赤峰
54219,42.27 ,118.93 ,568.9 ,赤峰郊区站
54223,42.85 ,120.65 ,363.6 ,奈曼旗
54225,42.28 ,119.92 ,588.8 ,敖汉旗
54226,42.33 ,120.70 ,401.6 ,宝国图
54231,42.97 ,122.35 ,249.3 ,科尔沁左翼后旗
54234,42.73 ,121.78 ,287.3 ,库伦旗
54236,42.42 ,122.53 ,84.2 ,彰武
54237,42.03 ,121.65 ,144.9 ,阜新
54243,42.78 ,124.12 ,165.0 ,昌图
54244,42.75 ,123.33 ,119.6 ,康平
54245,42.50 ,123.40 ,98.6 ,法库
54247,41.80 ,123.25 ,37.0 ,于洪
54248,42.03 ,123.53 ,62.8 ,新城子
54249,42.30 ,123.87 ,83.3 ,铁岭
54252,42.73 ,124.75 ,197.4 ,西丰
54254,42.53 ,124.05 ,99.0 ,开原
54259,42.10 ,124.92 ,235.3 ,清原
54260,42.92 ,125.08 ,254.4 ,辽源
54261,42.68 ,125.45 ,341.5 ,东丰
54263,42.95 ,126.05 ,332.9 ,盘石
54266,42.53 ,125.63 ,341.3 ,梅河口
54267,42.25 ,125.73 ,363.2 ,柳河
54273,42.98 ,126.75 ,263.9 ,桦甸
54274,42.68 ,126.07 ,298.2 ,辉南
54276,42.35 ,126.82 ,550.3 ,靖宇
54284,42.10 ,127.57 ,775.4 ,东岗
54285,42.53 ,128.25 ,591.6 ,松江
54286,42.53 ,129.00 ,474.7 ,和龙
54287,42.02 ,128.08 ,2623.9 ,天池
54290,42.77 ,129.40 ,242.4 ,龙井
54291,42.90 ,130.28 ,37.8 ,珲春
54292,42.88 ,129.47 ,178.2 ,延吉
54293,42.95 ,129.83 ,141.0 ,图们
54301,41.67 ,115.70 ,1411.4 ,沽源
54304,40.97 ,115.28 ,1249.0 ,崇礼
54305,41.88 ,115.27 ,1468.7 ,大仆寺旗
54308,41.22 ,116.63 ,660.8 ,丰宁
54311,41.93 ,117.75 ,844.0 ,围场
54313,41.93 ,118.70 ,737.4 ,喀喇沁旗
54316,41.52 ,118.75 ,679.3 ,八里罕
54318,41.82 ,117.72 ,562.3 ,隆化
54319,41.00 ,118.67 ,504.9 ,平泉
54320,41.60 ,119.35 ,551.3 ,宁城
54321,41.87 ,119.63 ,661.6 ,建平
54323,41.82 ,120.75 ,177.6 ,北票
54324,41.55 ,120.45 ,176.0 ,朝阳
54325,41.18 ,120.35 ,140.7 ,羊山
54326,41.38 ,119.70 ,422.5 ,叶柏寿
54327,41.23 ,119.35 ,417.5 ,凌源
54328,41.08 ,119.72 ,298.3 ,喀左
54330,41.32 ,121.37 ,28.3 ,锦县
54331,41.58 ,121.77 ,69.2 ,北镇
54332,41.52 ,122.72 ,20.6 ,辽中
54333,41.98 ,122.83 ,31.9 ,新民
54334,41.52 ,121.23 ,87.0 ,义县
54335,41.68 ,122.08 ,38.2 ,黑山
54336,41.38 ,122.43 ,8.5 ,台安
54337,41.13 ,121.12 ,70.2 ,锦州
54338,41.18 ,122.02 ,4.6 ,盘锦
54339,41.08 ,123.00 ,71.5 ,鞍山
54340,41.65 ,123.32 ,35.0 ,苏家屯
54342,41.73 ,123.45 ,45.2 ,沈阳
54345,41.20 ,123.07 ,30.5 ,辽阳县
54346,41.32 ,123.78 ,182.5 ,本溪
54347,41.23 ,123.17 ,25.7 ,辽阳
54348,41.42 ,123.32 ,42.8 ,灯塔
54349,41.30 ,124.28 ,205.8 ,本溪县
54351,41.92 ,124.08 ,120.4 ,章党
54353,41.73 ,125.05 ,328.7 ,新宾
54362,41.67 ,125.75 ,373.3 ,通化县
54363,41.68 ,125.90 ,403.2 ,通化
54365,41.27 ,125.35 ,242.0 ,桓仁
54371,41.93 ,126.43 ,523.3 ,浑江
54374,41.80 ,126.92 ,332.8 ,临江
54377,41.10 ,126.15 ,178.6 ,集安
54386,41.35 ,128.17 ,1017.7 ,长白
54398,40.12 ,116.63 ,39.5 ,顺义
54399,39.98 ,116.28 ,46.3 ,海淀
54401,40.78 ,114.88 ,725.8 ,张家口
54404,40.90 ,115.83 ,887.3 ,赤城
54405,40.40 ,115.50 ,541.6 ,怀来
54406,40.45 ,115.97 ,489.0 ,延庆
54408,40.38 ,115.22 ,530.8 ,涿鹿
54409,40.35 ,116.00 ,633.2 ,八达岭
54410,40.60 ,116.13 ,1216.9 ,佛爷顶
54412,40.73 ,116.63 ,333.7 ,汤河口
54416,40.38 ,116.87 ,73.1 ,密云
54419,40.32 ,116.63 ,60.6 ,怀柔
54420,40.93 ,117.33 ,535.8 ,滦平
54421,40.65 ,117.12 ,286.5 ,密云上甸子
54422,41.00 ,117.95 ,385.6 ,承德市
54423,40.97 ,117.93 ,374.4 ,承德
54424,40.15 ,117.10 ,29.4 ,平谷
54425,40.42 ,117.48 ,583.6 ,兴隆
54428,40.03 ,117.40 ,15.4 ,蓟县
54429,40.20 ,117.95 ,55.7 ,遵化
54430,40.77 ,118.17 ,269.1 ,承德县
54431,39.92 ,116.63 ,26.9 ,通县
54432,40.60 ,118.48 ,305.2 ,宽城
54433,39.95 ,116.48 ,36.5 ,朝阳
54434,40.15 ,118.30 ,107.5 ,迁西
54436,40.40 ,118.95 ,228.5 ,青龙
54437,39.50 ,118.67 ,16.9 ,滦南
54438,39.88 ,118.87 ,56.2 ,卢龙
54439,40.00 ,118.72 ,50.1 ,迁安
54449,39.93 ,119.60 ,3.3 ,秦皇岛
54452,40.80 ,119.82 ,366.5 ,建昌
54453,40.77 ,120.83 ,26.0 ,锦西
54454,40.35 ,120.35 ,16.3 ,绥中
54455,40.58 ,120.70 ,9.8 ,兴城
54470,40.98 ,122.07 ,4.8 ,大洼
54471,40.67 ,122.27 ,4.3 ,营口
54472,40.88 ,122.72 ,26.5 ,海城
54474,40.42 ,122.35 ,31.1 ,盖县
54475,40.62 ,122.48 ,12.1 ,营口县
54476,40.17 ,122.15 ,37.9 ,熊岳
54483,40.88 ,123.90 ,234.9 ,草河口
54486,40.28 ,123.28 ,80.8 ,岫岩
54493,40.72 ,124.78 ,261.5 ,宽甸
54494,40.47 ,124.07 ,74.0 ,凤城
54497,40.05 ,124.33 ,13.9 ,丹东
54499,40.22 ,116.22 ,79.7 ,昌平
54501,39.97 ,115.68 ,441.1 ,斋堂
54502,39.48 ,115.97 ,36.5 ,涿洲
54503,39.05 ,115.85 ,16.1 ,容城
54504,39.43 ,115.17 ,529.1 ,紫荆关
54505,39.92 ,116.12 ,93.6 ,门头沟
54506,39.33 ,115.85 ,29.5 ,新城
54507,39.35 ,115.50 ,52.6 ,易县
54508,39.38 ,115.70 ,43.5 ,涞水
54510,39.88 ,116.98 ,16.5 ,大厂
54511,39.93 ,116.28 ,54.7 ,北京
54512,39.43 ,116.28 ,23.8 ,固安
54513,39.93 ,116.18 ,70.8 ,石景山
54514,39.87 ,116.25 ,56.3 ,丰台
54515,39.50 ,116.70 ,14.3 ,廊坊
54517,39.10 ,117.17 ,5.2 ,天津市
54518,39.12 ,116.38 ,10.6 ,坝县
54519,39.32 ,116.48 ,14.9 ,永清
54520,39.97 ,117.08 ,19.4 ,三河
54521,39.77 ,116.98 ,13.5 ,香河
54522,39.88 ,117.73 ,19.1 ,玉田
54523,39.40 ,117.10 ,7.4 ,武清
54525,39.73 ,117.28 ,6.0 ,宝坻
54526,39.07 ,117.42 ,5.0 ,东丽
54527,39.08 ,117.07 ,3.8 ,天津
54528,39.22 ,117.12 ,5.2 ,北晨区
54529,39.35 ,117.82 ,4.1 ,宁河
54530,39.23 ,117.77 ,2.3 ,汉沽区
54531,39.73 ,118.75 ,26.2 ,滦县
54532,39.80 ,118.10 ,34.9 ,丰润
54533,39.55 ,118.12 ,5.2 ,丰南
54534,39.67 ,118.15 ,28.6 ,唐山
54535,39.28 ,118.45 ,5.3 ,唐海
54539,39.42 ,118.90 ,12.0 ,乐亭
54540,39.72 ,119.17 ,14.6 ,昌黎
54541,39.88 ,119.23 ,22.6 ,抚宁
54563,39.63 ,122.02 ,119.8 ,瓦房店
54568,39.08 ,121.70 ,14.3 ,金州
54569,39.40 ,121.97 ,32.0 ,新金
54575,39.42 ,122.37 ,44.9 ,皮口
54579,39.27 ,122.58 ,30.5 ,长海
54584,39.72 ,122.95 ,35.9 ,庄河
54587,39.07 ,123.22 ,66.4 ,海洋岛
54590,39.88 ,124.15 ,8.1 ,东沟
54594,39.75 ,116.33 ,41.3 ,大兴
54596,39.70 ,116.00 ,48.9 ,房山
54597,39.73 ,115.73 ,409.1 ,霞云岭
54601,39.02 ,115.65 ,17.2 ,徐水
54602,38.85 ,115.52 ,18.9 ,保定
54603,38.68 ,115.78 ,11.2 ,高阳
54604,38.42 ,115.33 ,30.5 ,安国
54605,38.92 ,115.93 ,12.8 ,安新
54606,38.23 ,115.73 ,20.0 ,饶阳
54607,38.72 ,115.12 ,45.9 ,望都
54608,38.00 ,115.55 ,27.0 ,深县
54609,38.23 ,115.52 ,26.9 ,安平
54610,38.72 ,116.08 ,10.4 ,任丘
54611,38.95 ,115.32 ,39.6 ,满城
54612,38.87 ,116.45 ,7.7 ,文安
54613,38.70 ,116.62 ,7.8 ,大城
54614,38.45 ,116.08 ,13.1 ,河间
54615,38.58 ,116.83 ,8.6 ,青县
54616,38.33 ,116.83 ,10.8 ,沧州
54617,38.18 ,116.12 ,13.8 ,献县
54618,38.03 ,116.28 ,14.5 ,泊头
54619,38.92 ,116.92 ,6.5 ,静海
54620,38.48 ,115.57 ,19.6 ,北县
54621,38.18 ,115.18 ,37.6 ,深泽
54622,38.98 ,117.37 ,4.7 ,津区
54623,39.00 ,117.72 ,10.8 ,塘沽区
54624,38.37 ,117.35 ,7.3 ,黄骅
54626,38.42 ,115.82 ,14.2 ,肃宁
54627,38.03 ,117.23 ,8.8 ,盐山
54628,38.15 ,117.48 ,7.2 ,海兴
54631,37.07 ,115.15 ,32.6 ,广宗
54632,37.07 ,115.03 ,34.8 ,平乡
54633,37.52 ,115.23 ,26.3 ,新河
54636,38.98 ,116.10 ,10.9 ,雄县
54640,36.92 ,114.87 ,37.0 ,鸡泽
54644,38.05 ,117.08 ,8.6 ,孟村
54645,38.83 ,117.50 ,5.1 ,大港区
54646,38.45 ,118.42 ,19.8 ,平台
54660,38.82 ,121.23 ,62.4 ,旅顺
54662,38.90 ,121.63 ,97.3 ,大连
54700,38.03 ,115.98 ,18.5 ,武强
54701,37.92 ,115.22 ,36.8 ,辛集
54702,37.73 ,115.70 ,22.0 ,衡水
54703,37.80 ,115.88 ,21.6 ,武邑
54704,37.55 ,115.57 ,22.8 ,冀县
54706,37.07 ,115.65 ,31.6 ,清河
54707,37.35 ,115.98 ,28.0 ,故城
54708,37.52 ,115.72 ,25.2 ,枣强
54709,37.22 ,116.07 ,27.2 ,武城
54710,37.87 ,116.17 ,19.5 ,阜城
54711,37.68 ,116.30 ,19.9 ,景县
54712,37.18 ,116.87 ,24.0 ,临邑
54713,37.88 ,116.53 ,14.8 ,东光
54714,37.43 ,116.32 ,22.7 ,德州
54715,37.33 ,116.57 ,19.2 ,陵县
54716,37.65 ,116.80 ,17.2 ,宁津
54717,37.63 ,116.40 ,16.5 ,吴桥
54718,37.15 ,116.43 ,23.0 ,平原
54719,38.03 ,116.68 ,13.2 ,南皮
54722,37.77 ,117.58 ,7.7 ,无棣
54723,37.65 ,117.57 ,11.0 ,阳信
54724,37.33 ,117.17 ,15.7 ,商河
54725,37.50 ,117.53 ,12.2 ,惠民县
54726,37.72 ,117.18 ,12.7 ,乐陵
54727,36.72 ,117.57 ,75.1 ,章丘
54728,37.77 ,117.38 ,9.3 ,庆云
54729,37.17 ,117.78 ,14.0 ,高青
54730,37.68 ,118.12 ,7.7 ,沾化
54731,37.48 ,118.23 ,11.2 ,利津
54732,37.88 ,118.53 ,13.0 ,河口
54734,37.37 ,118.02 ,11.4 ,惠民
54736,37.43 ,118.67 ,8.8 ,羊角沟
54737,37.15 ,118.13 ,9.6 ,博兴
54738,37.05 ,118.35 ,5.8 ,广饶
54744,37.60 ,118.53 ,9.6 ,垦利
54749,37.18 ,119.93 ,48.9 ,莱州
54751,37.93 ,120.72 ,43.0 ,长岛
54752,37.80 ,120.77 ,48.4 ,蓬莱
54753,37.62 ,120.32 ,4.8 ,龙口
54755,37.35 ,120.38 ,81.2 ,招远
54759,37.30 ,120.82 ,165.9 ,栖霞
54764,37.50 ,121.25 ,33.9 ,福山
54765,37.53 ,121.40 ,47.8 ,烟台
54766,37.38 ,121.58 ,11.7 ,牟平
54774,37.47 ,122.13 ,61.3 ,威海
54776,27.30 ,112.70 ,1268.0 ,南岳
54777,37.18 ,122.03 ,56.2 ,文登
54778,37.17 ,122.38 ,38.9 ,荣城
54800,36.98 ,115.25 ,34.7 ,威县
54801,36.85 ,115.48 ,35.8 ,临西
54802,36.85 ,115.72 ,37.5 ,临清
54803,36.92 ,115.95 ,37.7 ,夏津
54804,36.30 ,115.15 ,45.7 ,大名
54805,36.48 ,115.45 ,40.9 ,冠县
54806,36.42 ,115.95 ,34.0 ,聊城
54807,36.13 ,115.80 ,44.0 ,阳谷
54808,36.03 ,115.58 ,47.0 ,朝城
54809,36.55 ,115.28 ,42.1 ,馆陶
54810,36.87 ,116.27 ,28.3 ,高唐
54811,36.93 ,116.63 ,25.0 ,禹城
54812,36.78 ,116.75 ,23.6 ,齐河
54814,36.58 ,116.22 ,32.1 ,茌平
54815,36.35 ,116.23 ,36.6 ,东阿
54816,36.60 ,116.73 ,45.4 ,长青
54817,35.98 ,115.87 ,43.0 ,台前
54818,36.28 ,116.43 ,42.8 ,平阴
54819,36.18 ,116.78 ,108.0 ,肥城
54820,36.82 ,115.17 ,37.9 ,丘县
54821,36.98 ,117.12 ,22.4 ,济阳
54822,36.90 ,117.73 ,24.8 ,邹平
54823,36.68 ,116.98 ,57.8 ,济南
54824,36.63 ,117.95 ,93.7 ,淄川
54825,36.52 ,117.83 ,192.1 ,博山
54826,36.25 ,117.10 ,1536.5 ,泰山
54827,36.17 ,117.10 ,134.0 ,泰安
54828,36.25 ,117.65 ,190.3 ,莱芜
54829,36.82 ,117.87 ,45.6 ,周村
54830,36.83 ,118.00 ,34.5 ,淄博
54831,36.70 ,118.47 ,111.0 ,青州
54832,36.88 ,118.72 ,30.2 ,寿光
54833,36.95 ,118.07 ,22.0 ,桓台
54834,36.83 ,118.33 ,51.7 ,临淄
54835,36.50 ,118.55 ,110.4 ,临朐
54836,36.18 ,118.15 ,301.6 ,沂源
54837,36.70 ,118.83 ,73.1 ,昌乐
54839,36.05 ,118.75 ,205.3 ,马站
54841,36.87 ,119.40 ,8.8 ,昌邑
54842,36.77 ,119.93 ,48.7 ,平度
54843,36.77 ,119.18 ,19.3 ,潍坊
54844,36.42 ,119.18 ,64.7 ,安邱
54846,36.38 ,119.72 ,37.1 ,高密
54848,35.98 ,119.42 ,95.5 ,诸城
54849,36.27 ,120.00 ,16.7 ,胶州
54851,36.87 ,120.48 ,56.2 ,莱西
54852,36.97 ,120.73 ,3.6 ,莱阳
54853,36.17 ,120.42 ,44.7 ,崂山
54855,36.38 ,120.47 ,26.2 ,即墨
54857,36.07 ,120.33 ,77.2 ,青岛
54861,36.90 ,121.48 ,38.4 ,乳山
54863,36.77 ,121.17 ,63.9 ,海阳
54868,36.27 ,121.38 ,68.4 ,千里岩
54871,36.87 ,122.43 ,34.1 ,石岛
54900,35.70 ,115.02 ,53.1 ,濮阳
54901,36.07 ,115.18 ,49.6 ,南乐
54902,35.90 ,115.12 ,50.1 ,清丰
54903,35.92 ,115.48 ,49.3 ,范县
54904,35.58 ,115.50 ,51.4 ,鄄城
54905,35.60 ,115.92 ,46.3 ,郓城
54906,35.25 ,115.43 ,50.8 ,菏泽
54907,34.98 ,116.65 ,36.2 ,鱼台
54908,35.28 ,115.08 ,59.5 ,东明
54909,35.10 ,115.55 ,51.7 ,定陶
54910,35.80 ,116.08 ,40.8 ,梁山
54911,35.93 ,116.45 ,48.3 ,东平
54912,35.72 ,116.48 ,47.9 ,汶上
54913,35.75 ,116.80 ,61.2 ,宁阳
54914,35.42 ,116.10 ,41.1 ,巨野
54915,35.43 ,116.58 ,45.2 ,济宁
54916,35.57 ,116.85 ,53.0 ,兖州
54917,35.10 ,116.30 ,41.3 ,金乡
54918,35.60 ,116.98 ,69.1 ,曲阜
54919,35.42 ,117.00 ,78.9 ,邹县
54920,35.65 ,117.27 ,110.4 ,泗水
54921,35.45 ,116.43 ,42.9 ,加祥
54922,35.90 ,117.73 ,199.2 ,新泰
54923,35.72 ,117.92 ,202.9 ,蒙阴
54925,35.50 ,117.62 ,167.0 ,平邑
54927,35.12 ,117.13 ,65.9 ,滕州
54929,35.25 ,117.95 ,120.5 ,费县
54932,35.80 ,118.67 ,160.6 ,沂水
54935,35.53 ,118.47 ,118.2 ,沂南
54936,35.58 ,118.83 ,108.6 ,县
54938,35.05 ,118.35 ,86.5 ,临沂
54939,35.25 ,118.83 ,113.1 ,南
54940,35.75 ,119.20 ,154.2 ,五连
54943,35.88 ,120.00 ,10.1 ,胶南
54945,35.38 ,119.53 ,22.8 ,日照
54952,35.88 ,120.85 ,42.8 ,朝连岛
55228,32.50 ,80.08 ,4279.3 ,狮泉河
55243,32.15 ,84.42 ,4416.1 ,改则
55279,31.37 ,90.02 ,4701.0 ,班戈
55294,32.35 ,91.10 ,4801.0 ,安多
55299,31.48 ,92.07 ,4508.0 ,那曲
55437,30.28 ,81.25 ,3901.1 ,普兰
55472,30.95 ,88.63 ,4673.9 ,申扎
55493,30.48 ,91.10 ,4201.1 ,当雄
55569,29.08 ,87.63 ,4001.1 ,拉孜
55572,29.68 ,89.10 ,4001.2 ,南木林
55578,29.25 ,88.88 ,3837.0 ,日喀则
55585,29.43 ,90.17 ,3810.9 ,尼木
55589,29.30 ,90.98 ,3556.0 ,贡噶
55591,29.67 ,91.13 ,3650.1 ,拉萨
55593,29.85 ,91.73 ,3805.6 ,墨竹贡卡
55597,29.03 ,91.68 ,3741.0 ,琼结
55598,29.25 ,91.77 ,3553.2 ,泽当
55655,28.18 ,85.97 ,3811.0 ,聂拉木
55664,28.63 ,87.08 ,4301.7 ,定日
55680,28.92 ,89.60 ,4041.0 ,江孜
55681,28.97 ,90.40 ,4433.0 ,浪卡子
55690,27.98 ,91.95 ,4281.0 ,错那
55696,28.42 ,92.47 ,3861.0 ,隆子
55773,27.73 ,89.08 ,4301.2 ,帕里
56004,34.22 ,92.43 ,4534.3 ,托托河
56016,33.85 ,95.60 ,4181.0 ,治多
56018,32.90 ,95.30 ,4068.5 ,杂多
56021,34.13 ,95.78 ,4176.4 ,曲麻莱
56029,33.02 ,97.02 ,3682.2 ,玉树
56033,34.92 ,98.22 ,4273.3 ,玛多
56034,33.80 ,97.13 ,4417.5 ,清水河
56038,32.98 ,98.10 ,4201.0 ,石渠
56041,34.27 ,99.20 ,4212.1 ,中心站
56043,34.47 ,100.25 ,3720.0 ,果洛
56045,33.97 ,99.90 ,4051.0 ,甘德
56046,33.75 ,99.65 ,3968.5 ,达日
56065,34.73 ,101.60 ,3501.0 ,河南
56067,33.43 ,101.48 ,3630.0 ,久治
56071,34.58 ,102.50 ,3106.7 ,碌曲
56074,34.00 ,102.08 ,3473.2 ,玛曲
56079,33.58 ,102.97 ,3441.1 ,若尔盖
56080,35.00 ,102.90 ,2910.5 ,合作
56081,34.70 ,103.35 ,2811.6 ,临潭
56082,34.58 ,103.50 ,2545.0 ,卓尼
56084,34.07 ,103.22 ,2401.4 ,迭部
56091,34.85 ,104.45 ,1883.2 ,漳县
56092,35.00 ,104.65 ,1728.8 ,陇西
56093,34.43 ,104.02 ,2315.8 ,岷县
56094,34.78 ,104.37 ,1400.9 ,舟曲
56095,34.03 ,104.38 ,1754.3 ,宕昌
56096,33.40 ,104.92 ,1081.7 ,武都
56097,33.27 ,104.23 ,1407.1 ,南坪
56106,31.88 ,93.78 ,4023.8 ,索县
56109,31.48 ,93.78 ,3941.0 ,比如
56116,31.42 ,95.60 ,3874.0 ,丁青
56125,32.20 ,96.48 ,3645.0 ,囊谦
56128,31.22 ,96.60 ,3811.0 ,类乌齐
56137,31.15 ,97.17 ,3307.1 ,昌都
56144,31.73 ,98.57 ,3199.3 ,德格
56146,31.62 ,100.00 ,3394.2 ,甘孜
